name,cuisines,area,timing,full_address,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,knownfor,populardishes,peopleknownfor,averagecost
Anand Sweets And Savouries,"mithai, street food, desserts, beverages","New BEL Road, Bangalore",,"A.G.S Layout, Raj Mahal Vilas, 2nd Stage, New BEL Road, Bangalore",1,1,1,0,3.4,4,3.9,407,,,,300
Subway,"healthy food, fast food, sandwich, salad, beverages, wraps","Mantri Square, Malleshwaram, Bangalore",11am – 11pm (Today),"Mantri Mall, Sampige Road, Malleshwaram, Bangalore",1,1,0,0,2.3,91,3.9,1248,,,,400
Corner House Ice Creams,"desserts, ice cream, beverages","Seshadripuram, Bangalore",11am – 11pm (Today),"29/2, Nagappa Street, Nehrunagar Circle, Seshadripuram, Bangalore",1,1,1,0,4.3,530,4.4,12000,,"Brown Bomb, Brownie Fudge Sundae, Cake Fudge, Vanilla Milkshake, Thick Shake, Ice Creams","Totally Worth it, Amazing Place, Best Place, Ambiance, Quality, Experience",300
Taco Bell,"mexican, fast food, wraps, beverages","Mantri Square, Malleshwaram, Bangalore",11am – 9pm (Today),"1, Mantri Square, 3rd Floor, FC 05 & FC 06, Sampige Road, Malleshwaram, Bangalore",1,1,1,0,3.8,34,3.7,1802,,,"Elaborate Menu, Customizable Food, Fresh Food, Good Quality",600
Amma's Pastries,bakery,"Malleshwaram, Bangalore",8am – 10pm (Today),"218, 2nd Main Road, Malleshwaram, Bangalore",1,1,1,0,4.1,277,4.1,644,,,"Flavour, Courteous Staff, Prices, Ambience",400
Beijing Bites,"chinese, thai, seafood, healthy food","New BEL Road, Bangalore",Opens at 7pm,"14, Indira House, First Floor, Opp. Nandana palace ITI Layout, New BEL Road, Bangalore",1,1,1,0,3.5,334,4.0,3599,,,"Chinese, View, Nice Ambience, Good Ambience, Main Course, Food Quality",800
Imperial Restaurant,"mughlai, north indian, biryani, chinese, seafood, ice cream, desserts, beverages","Vasanth Nagar, Bangalore",12noon – 12midnight (Today),"20, 11th Main, Miller's Road, Near First Source, Vasanth Nagar, Bangalore",1,1,1,0,3.7,294,3.8,2538,Their chicken biryani and chicken kebabs.,"Chicken Kabab, Ghee Rice, Kebabs, Butter Chicken, Biryani","Relaxed Atmosphere, Great Value, Preparation, Portion Size, Quick Service, Tasty",700
WOW! Momo,"momos, fast food, tibetan","Malleshwaram, Bangalore",11am – 10:30pm (Today),"FC 06, 3rd Floor, Mantri Square Mall, 1 Sampige Road, Malleshwaram West, Malleshwaram, Bangalore",1,1,1,0,3.0,20,4.1,999,,,,400
Puliyogare Point,"south indian, desserts","Hebbal, Bangalore",Opens tomorrow at 8:45am,"3rd Floor, Kalpana Chawla Road, Bhoopsandra, Hebbal, Bangalore.",1,1,1,1,3.9,2,4.4,776,,,,100
Barbeque Nation,"bbq, mughlai, biryani, north indian, desserts, beverages","Rajajinagar, Bangalore",11:30am – 11pm (Today),"G-18, G-19 And G-20, 4th M Block, Golden Heights, 59th C Cross, Rajajinagar, Bangalore",1,1,1,0,4.4,3499,3.9,2152,an indoor barbecue concept venue offering a 'Do-It-Yourself' grilling experience at every table,"Chicken Galauti Kebab, Baby Corn Fry, Frankie, Crispy Potato, Andhra Chicken Curry, Mutton Seekh","Ambience and Service, Live Grill, Good for Large Groups, Booking, Great Services, More Variety",1600
Lassi Shop,"beverages, ice cream, desserts, shake","Rajajinagar, Bangalore",11am – 11:30pm (Today),"403, Shop 2, 11th Cross, 1st N Block, Rajajinagar, Bangalore",1,1,0,0,3.4,9,3.8,3747,,,,200
Natural Ice Cream,"ice cream, beverages","Malleshwaram, Bangalore",11am – 11pm (Today),"Shop 2, Margosa Building, 13th Cross, Margosa Road, Opposite City Union Bank, Malleshwaram, Bangalore",1,1,1,1,4.2,253,4.6,847,,,"Good Options, Flavour, Nice Place, Value for Money, Staff, Quality",300
California Burrito,"mexican, fast food, beverages, desserts","Mantri Square, Malleshwaram, Bangalore",11am – 11pm (Today),"3rd Floor, Mantri Mall, Malleshwaram, Bangalore",1,1,1,0,4.0,157,4.2,2453,,"Mexican Sunrise, Taco, Rice Bowl, Nachos","Healthy Food, Spicy, Staff, Service",500
Glen's Bakehouse,"bakery, salad, fast food, beverages, pizza, sandwich, italian, shake","Sanjay Nagar, Bangalore","12midnight – 1am, 9:01am – 12midnight (Today)","88, 2nd Stage, Devasandra, 80 Feet Road, Sanjay Nagar, Bangalore",1,1,1,0,2.7,66,4.1,1692,,,"Comforting Atmosphere, Hospitality, Elaborate Menu, Good Quality, Quantity",500
New Naidu Hotel,"north indian, chinese, andhra, biryani, beverages, ice cream","Peenya, Bangalore",12noon – 11pm (Today),"75, Ground Floor, KGNSS Layout, Rajgopalnagar Main Road, 2nd Stage, Peenya, Bangalore",1,1,1,0,3.6,6,4.2,1719,,,,800
Bucket Biryani,"biryani, kebab","Frazer Town, Bangalore",11am – 11pm (Today),"61, MM Road, Near SBI ATM, Frazer Town, Bangalore",1,1,1,0,4.0,325,4.1,1717,,,"Good for Large Groups, Order Online, Comfortable Seating Area, Food Taste, Portion, Prices",1000
New Shanthi Sagar,"south indian, north indian, chinese, street food, beverages, shake","Vijay Nagar, Bangalore",11:56am – 10:10pm (Today),"40/1, 2nd Main Road, Vijay Nagar, Bangalore",1,1,1,1,3.3,90,3.9,1907,,,,400
Andhra Biryanis,"biryani, andhra, chinese, north indian","Nagawara, Bangalore",Opens at 7pm,"49/83/SA, Second Floor, Kadaba Hobli, Nagawara, Bangalore",1,1,1,0,4.1,452,4.1,17200,,"Fried Piece Biryani, Non Veg Biryani, Paneer Biryani, Chicken Biryani","Proper Packaging, Perfect Presentation, Contactless Delivery, Preparation, Hygiene, Good Quantity",550
Goli Vada Pav,"street food, fast food, burger, ice cream, desserts","Basaveshwara Nagar, Bangalore",9am – 11pm (Today),"102/3, Dr. Siddaih Puranik Road, Basaveshwara Nagar, Bangalore",1,1,1,0,3.1,0,4.0,150,,,,350
Smoor,"bakery, desserts","Orion Mall, Malleshwaram, Bangalore",8am – 12midnight (Today),"Floor 2, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",1,1,1,0,4.1,362,4.3,1619,,"Cakes Pastry, Macaroon, Pastries, Chocolate Cake, Hot Chocolate, Cheese Cake","Couple Friendly, Staff Service, Good Options, Quick Service, Food Presentation, Friendly Staff",800
Krispy Kreme,"desserts, beverages","Mantri Square, Malleshwaram, Bangalore",10am – 10pm (Today),"Lower Ground Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",1,0,0,0,3.8,127,4.3,1203,,,"Good Place, Packaging, Staff, Quality, Ambience",400
Baskin Robbins,"ice cream, desserts, beverages","Malleshwaram, Bangalore",12noon – 11pm (Today),"4, 8th Main, Near Reliance Fresh, 18th Cross, Malleshwaram, Bangalore",1,1,1,1,3.4,32,4.1,285,,,,400
Mad Over Donuts,"desserts, beverages","Mantri Square, Malleshwaram, Bangalore",Opens tomorrow at 10:15am,"3rd Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",1,1,1,0,3.8,163,4.0,930,,"Choco Bomb, Donuts, Chocolate, Coffee",,250
Starbucks Coffee,"coffee, desserts, beverages","Sadashiv Nagar, Bangalore",8am – 12midnight (Today),"402, Ground Floor, 8th Main Road, Sadashiv Nagar, Bangalore",1,1,1,0,4.0,216,3.9,271,,"Hazelnut Mocha, Spinach Corn Sandwich, Cappuccino, Coffees, Hot Chocolate, Red Velvet","Sit and Read, Couple Friendly, Soft Music, Cafe, Courteous Staff, Location",600
Hotel Gowdru Mane,"chettinad, chinese","Rajajinagar, Bangalore",11am – 11:01pm (Today),"21/11, 2nd Block, Opposite Dr. Rajkumar Samathi, Nandini Layout, Mahalakshmipuram, Rajajinagar, Bangalore",1,1,1,0,3.4,11,3.8,1563,,,,400
Hotel Kadamba Veg,"south indian, north indian, street food, chinese, salad, mithai, beverages, shake","Rajajinagar, Bangalore",7am – 10pm (Today),"Venkatadri Arcade, Dr.Ambedkar Hospital, WOC Road, Rajajinagar, Bangalore",1,1,1,1,3.7,427,4.0,6188,,"Bisi Bele Bhaath, Sweet Pongal, Puliyogare, Babycorn Manchurian, Vada, Coffee","Parking, Breakfast, Management, Tasty Food, Good Place, Good Service",600
Indraprastha Restaurant,"south indian, north indian, chinese, street food, beverages","Vijay Nagar, Bangalore",7am – 11pm (Today),"48, 17th Cross, MC Layout, Near Vijay Nagar Hospital, Vijay Nagar, Bangalore",1,1,1,0,4.0,667,4.2,8056,,"Puri Saagu, Filter Kaapi, Masala Poori, Vada, Dosa, Gobi Manchurian","Good for Large Groups, Cleanliness, Breakfast, Decent Place, Family Crowd, Reasonable Price",600
Nammura Upachara,"south indian, north indian, street food, chinese","Basaveshwara Nagar, Bangalore",7am – 10:30pm (Today),"51, 1st A Cross, LIC Colony, West Of Chord Road, Basaveshwara Nagar, Bangalore",1,1,1,0,3.6,94,4.2,11300,,,"Casual Seating Area, Pocket Friendly, Breakfast, Good Taste, Value for Money, Prices",400
Udupi Park Inn,"south indian, street food, chinese, juices, beverages, shake","Hebbal, Bangalore",7am – 10pm (Today),"29, GVR Plaza, Bellary Road, Near Canara Bank, Hebbal, Bangalore",1,1,1,1,3.3,105,3.8,12700,,,"Good Wifi, Hygiene, Elaborate Menu, Customizable Food, Fresh Food, Spicy",300
Chaayos Chai+Snacks=Relax,beverages,"Malleshwaram, Bangalore",8am – 8pm (Today),"Unit 41 & 42, Lower Ground Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",1,1,0,0,3.9,107,4.1,315,,"Chai, Snacks, Tea, Chutney, Drink","Best Decor, Food Presentation, Contactless Delivery, Worth the Money, Wonderful Presentation, Timely Service",350
New Uncle Kitchen,"mughlai, north indian, chinese, seafood, biryani","Jalahalli, Bangalore","12noon – 3pm, 6pm – 11pm (Today)","870, A Block, 2nd Main, Sujatha, Ayappa Nagar, Jalahalli, Bangalore",1,1,1,0,4.1,521,4.2,23900,,"Malai Kofta, Lemon Chicken, Chicken 65, Butter Chicken","Fast Delivery, Good Quantity, Great Taste, Good Taste, Good Food, Good Service",600
Le Arabia,"north indian, mughlai, chinese, arabian, biryani, beverages, desserts","Basaveshwara Nagar, Bangalore",8am – 12midnight (Today),"881/B&B1, Eramma Phulekar Nilaya, 2nd Stage, West Of Chord Road, Basaveshwara Nagar, Bangalore",1,1,1,0,4.4,1474,3.9,19400,,"Paneer Chatpata, Ghee Roast Mutton, Sea Food Platter, Tangdi Kabab, Barbeque Chicken, Crispy Chicken","Affordable Rate, Pocket Friendly Restaurant, Serving Staff, Comfortable Seating Area, Nice Hospitality, Gastronomical Experience",800
Shanthi Sagar,"south indian, north indian, chinese, street food, ice cream, desserts, shake, beverages","Basaveshwara Nagar, Bangalore",7am – 11pm (Today),"469, 3rd Block, 3rd Stage, Siddaiah Puranik Road, Basaveshwara Nagar, Bangalore",1,1,1,0,3.5,89,4.1,9727,,,,500
Priyadarshini Veg,"north indian, south indian, chinese, beverages, shake","Yeshwantpur, Bangalore",7:30am – 10pm (Today),"25, LCR Complex, 1st Main Stage, 5th Cross, 4th Phase, Gokul Extension, Yeshwantpur, Bangalore",1,1,1,1,4.0,240,4.3,5538,,"Panneer Butter Masala, Sambar, Idli, Dosa","Good Taste, Worth the Money, Quantity, Experience, Food",400
RS Shiv Sagar Express,"south indian, north indian, chinese, fast food, shake","New BEL Road, Bangalore",8am – 11pm (Today),"62, 80 Feet Road, RMV 2nd Stage, Near M S Ramaiah Hospital, New BEL Road, Bangalore",1,1,1,0,3.9,198,4.0,11600,,,"Plenty of Vegetarian Options, Elegantly Decorated, Polite Staff, Tasty Food, Nice Place, Menu",300
IDC Kitchen,"south indian, beverages","New BEL Road, Bangalore",7am – 10pm (Today),"80 Feet Road, KGEHBS Layout, Armane Nagar, New BEL Road, Bangalore",1,1,1,0,3.0,26,4.2,1347,,,"Sanitised Service, Cooperative Staff, Good Quality, Packaging",150
Just Shawarma,"lebanese, fast food, beverages","Basaveshwara Nagar, Bangalore",11am – 11pm (Today),"330, 3rd Stage, 4th Block, WCR, Basaveshwara Nagar, Bangalore",1,1,0,0,3.2,47,3.7,1978,,,"Quick Serving, Best Staff, Great Menu, Clean and Hygienic Place, Fresh Food, Good Quality",300
Tripti Hotel & Restaurant,"north indian, bengali, seafood","New BEL Road, Bangalore",12noon – 11:30pm (Today),"95/1, 2nd Main, 5th Cross, MSR Nagar, Yeshwanthapura, BBMP North, New BEL Road, Bangalore",1,1,1,0,3.8,57,4.0,5894,,,,300
Mayura Restaurant,"andhra, chinese, north indian, biryani","Peenya, Bangalore","11am – 4pm, 6:30pm – 10pm (Today)","9, KIABD Complex, TVS Cross, Peenya, Bangalore",1,1,1,0,3.9,129,4.2,3055,,,"Meals, Price, Food, Service",700
Sree Udupi Grand,"south indian, north indian, chinese, beverages, shake","Majestic, Bangalore",7am – 10:30pm (Today),"1st Main, 2nd Stage, Okalipuram, Opposite Shakthi Ganapathi Temple, Majestic, Bangalore",1,1,1,0,3.6,1,4.0,25,,,,300
E2P Italian Pizza & Burger,"pizza, fast food, pasta, sandwich, burger, desserts, beverages","Basaveshwara Nagar, Bangalore",11am – 12midnight (Today),"54, 1st Main, 3rd Stage, 3rd Phase, Near Total Gas Bunk, Basaveshwara Nagar, Bangalore",1,1,1,0,3.6,52,3.9,560,,,"Awesome Spot to Hangout, Comforting Atmosphere, Clean and Hygienic Place, Food Presentation, Good Music, Worth the Money",500
Gokul Veg,"south indian, north indian, chinese, fast food, desserts, juices, beverages, shake","RT Nagar, Bangalore",Opens at 7pm,"7, P&T Colony, Above Univercell, 80 Feet Road, RT Nagar, Bangalore",1,1,1,1,3.5,189,4.1,1602,,,"Good for Large Groups, Decent Place, Management, Good Service, Menu, Good Food",800
Ibaco,desserts,"Mantri Square, Malleshwaram, Bangalore",10am – 11pm (Today),"3rd Floor, Food Court, Mantri Square, Malleshwaram, Bangalore",1,1,1,1,3.5,96,4.3,92,natural flavored ice creams,,,250
Udupi Ruchi Grand,"south indian, north indian, chinese, beverages, street food, desserts, fast food","Yeshwantpur, Bangalore",6am – 10pm (Today),"Com 9D, Devaraj Urs Truck Terminals, Kanteerava Studious Main Road, 2nd Stage, Industrial Suburb, Yeshwantpur, Bangalore",1,1,1,0,3.6,23,4.0,3903,,,,500
Calicut Restaurant,"kerala, north indian, chinese, beverages, south indian, biryani, shake","Yeshwantpur, Bangalore",7am – 11pm (Today),"2/1, 1st Cross, 14th Main, MSR Road, Mathikere, Yeshwantpur, Bangalore",1,1,1,0,3.8,212,3.9,6788,,,"Good Taste, Packing, Table, Price, Delicious Food, Ambience",500
Udupi Kitchen,"south indian, chinese, street food, desserts, beverages, shake","Vijay Nagar, Bangalore",8am – 9:45pm (Today),"CHBS Layout, Chord Road, Near Metro Station, Vijay Nagar, Bangalore",1,1,1,0,3.8,82,4.0,1137,,,"Spicy, Price, Quality, Food",300
"Frozen Bottle - Milkshakes, Desserts and Ice Cream","beverages, desserts, ice cream, waffle, bakery, healthy food","New BEL Road, Bangalore",11am – 3am (Today),"21, Jaladarshini Layout, New BEL Road, Bangalore",1,1,0,1,3.8,126,4.2,3992,,,,350
AB's - Absolute Barbecues,"north indian, mangalorean, bbq, street food, desserts, salad, beverages","Yeshwantpur, Bangalore",10:30am – 11pm (Today),"9/36, 2nd Floor, Vaishnavi Sapphire Centre, Tumkur Road, Yeshwantpur, Bangalore",1,1,1,0,4.5,1424,3.5,592,,"Thai Prawns Curry, Chilli Ice Cream, Strawberry Soda, American Cheesy Potato, Mini Gulab Jamun, Tangdi Chicken","Quantity of Portion, Live Grill, Good Food and Good Service, Pocket Friendly Restaurant, Comfortable Seating Area, Good for Large Groups",1200
Chetty's Corner,"fast food, sandwich, pizza, desserts, street food, burger","Malleshwaram, Bangalore",11am – 10:30pm (Today),"35, 8th Main, 16th Cross Road, Malleshwaram, Bangalore",1,1,1,1,3.2,109,3.9,772,,,,300
Flavors of North,"north indian, chinese, biryani, shake","New BEL Road, Bangalore",Opens at 7pm,"4/1, 3rd Cross, MSRE College Road, New BEL Road, Bangalore",1,1,1,0,2.9,162,3.8,12900,,,"Reasonable Prices, Good Taste, Packing, Great Food, Delicious Food, Good Food",400
Shri Udupi Cafe,"north indian, biryani, chinese, street food, beverages","New BEL Road, Bangalore",7am – 10:30pm (Today),"543, Old 12, 2nd Cross, Devasandra, New BEL Road, Bangalore",1,1,1,0,3.8,149,3.6,20400,,,"Breakfasts, Reasonable Prices, Prompt Service, Good Taste, Great Portions, Worth the Money",300
TKS Iyengars,south indian,"Basaveshwara Nagar, Bangalore",7am – 10pm (Today),"274, 8th Main, Basaveshwara Nagar, Bangalore",1,1,1,0,3.2,69,4.2,4106,,,"Management, Food Taste, Elaborate Menu, Meals, Customizable Food, Fresh Food",200
Hotel Udupi Garden,"south indian, north indian, chinese, street food, desserts, beverages","Sanjay Nagar, Bangalore",7am – 10pm (Today),"106 & 107/1, AECS Layout, Near Post office, Nagashetty Halli, Sanjay Nagar, Bangalore",1,1,1,1,3.8,13,4.2,1208,,,,400
Gowda's Biriyani Corner,"south indian, biryani, north indian","Vijay Nagar, Bangalore",7:30am – 11:30pm (Today),"187/13, 9th Main Road, Vijay Nagar, Bangalore",1,1,1,0,3.7,162,3.8,19800,,,,400
Paratha Club,north indian,"New BEL Road, Bangalore",9am – 10:30pm (Today),"19, GNR Plaza, New BEL Road, Bangalore",1,1,0,1,3.2,21,4.0,42,,,,200
Ayodhya Sagar,"south indian, north indian, chinese, street food, desserts, beverages","Basaveshwara Nagar, Bangalore",7am – 10pm (Today),"483, 8th Main, BEML Layout, Basaveshwara Nagar, Bangalore",1,1,1,0,3.6,108,4.1,7268,,,"Meals, Good Food, Quality, Service",300
Huliyappa's Donne Biryani,"biryani, beverages","RT Nagar, Bangalore",Opens at 7pm,"33, 10th Cross, Ganga Nagar, RT Nagar, Bangalore",1,1,1,0,4.0,280,4.0,719,,,"Prompt Service, Spicy, Good Place, Value for Money, Menu, Quantity",350
Chaat Street,"street food, fast food, north indian, beverages","New BEL Road, Bangalore",9am – 11pm (Today),"193, 2nd & 3rd Floor, M H Chandrappa, Mathikere, Near Gowri Apartments, New BEL Road, Bangalore",1,1,1,0,4.1,573,4.0,10800,,"Chole Bhatoorey, Gol Gappa, Tawa Pulav, Bhel Puri, Raj Kachori, Dahi Puri","Drive through, Economical, Nice Crowd, Street Food, Great Recommendations, Valet",350
Auntie Fung's,"asian, thai, chinese, vietnamese, japanese, indonesian, burmese, korean","New BEL Road, Bangalore",12noon – 11pm (Today),"Ground Floor, 78/ A, Devasandara, Opposite Ramaiah Hospital, New BEL Road, Bangalore",1,1,1,0,4.2,703,4.0,7478,,"Indonesian Nasi Goreng, Thukpa Noodles, Chicken Yakitori, Burmese Khowsuey, Chicken Dimsums, Cantonese Noodles","Quality of Food, Chinese, Cozy Place, Family Place, Authentic Taste, Cleanliness",600
Aubree,"fast food, italian, thai","Sadashiv Nagar, Bangalore",9am – 11:30pm (Today),"41/1, Sri Sai, 2nd Main, Vyalikaval, Sadashiv Nagar, Bangalore",1,1,1,0,4.3,798,4.2,2348,,"Rich Chocolate Truffle, Wonderful Cake, Choco Brownie, Cookies, Red Velvet, Pastries","Best Places, Awesome Place, Flavour, Friendly Staff, Great Ambience, Decor",900
By 2 Coffee,south indian,"Malleshwaram, Bangalore","7am – 12noon, 4pm – 9:30pm (Today)","49, 7th Cross, Malleshwaram, Bangalore",1,1,0,1,3.8,2,4.3,7752,,"Filter Coffee, Idli, Vada, Masala Dosa, Sambar, Chutney","Breakfast, Good Taste, Price, Nice Place, Ambience",150
Ajji Pork Hotel,south indian,"Yeshwantpur, Bangalore",10:30am – 10:30pm (Today),"13/21-3, Muniraju Building, MEC Road, Near Sri Lakshmi Automobiles, Yeshwantpur, Bangalore",1,1,1,0,2.7,7,3.9,722,,,,300
Atithi Satkar,"south indian, north indian, street food, chinese, ice cream, shake","Sanjay Nagar, Bangalore",7am – 10:30pm (Today),"29, 2nd Stage, Rajagopal Road, Sanjay Nagar, Bangalore",1,1,1,0,3.1,122,3.8,2944,,,"Family Crowd, Food Quality, Prices, Good Place, Menu, Good Food",400
Shawarma Time,"lebanese, rolls, fast food","Yeshwantpur, Bangalore",10:23am – 11:05pm (Today),"559, 7th Cross, St Main Road, Yeshwantpur, Bangalore",1,1,1,0,3.7,7,4.1,895,,,,200
Nando's,"fast food, burger, portuguese","Orion Mall, Malleshwaram, Bangalore",11:30am – 9pm (Today),"Shop UG-09B, Upper Ground Floor, Orion Mall, Brigade Gateway Campus, Dr. Rajkumar Road, Rajajinagar, Bangalore",1,1,1,0,4.4,2902,3.8,1566,,"Quarter Chicken Dinner, Cataplana Algarve, Peri Peri Chips, Butterfly Chicken, Espetada Carnival, Pulled Chicken","Thank you for the Best Service, Ambience and Service, Good Service Good Quality, Good Server, Gastronomical Experience, Ample Seating Area",800
Zam Zam Kabab House,"north indian, chinese, kebab","Yeshwantpur, Bangalore",11am – 3am (Today),"40/7, Sri Sai Complex, MSRCE College Road, Mathikere, Yeshwantpur, Bangalore",1,1,1,0,3.3,141,3.7,11500,,,"Great Recommendations, Packing, Good Food, Price",300
